route_id,stop_sequence,station_id,station_name,stop_lat,stop_lon,transfer_station_ids,transfer_station_names,transfer_routes
4,17,629,59 St,40.762526,-73.967967,"['629', 'B08', 'R11']","['59 St', 'Lexington Av/63 St', 'Lexington Av/59 St']","['4', '5', '6', 'F', 'N', 'Q', 'R', 'W']"
4,18,631,Grand Central-42 St,40.751776,-73.976848,"['631', '723', '901']","['Grand Central-42 St', 'Grand Central-42 St', 'Grand Central-42 St']","['4', '5', '6', '7', 'S']"
4,19,635,14 St-Union Sq,40.734673,-73.989951,"['635', 'L03', 'R20']","['14 St-Union Sq', '14 St-Union Sq', '14 St-Union Sq']","['4', '5', '6', 'L', 'N', 'Q', 'R', 'W']"
4,20,640,Brooklyn Bridge-City Hall,40.713065,-74.004131,"['640', 'M21']","['Brooklyn Bridge-City Hall', 'Chambers St']","['4', '5', '6', 'J', 'Z']"
4,21,418,Fulton St,40.710368,-74.009509,"['229', '418', 'A38', 'M22']","['Fulton St', 'Fulton St', 'Fulton St', 'Fulton St']","['2', '3', '4', '5', 'A', 'C', 'J', 'Z']"
4,22,419,Wall St,40.707557,-74.011862,['419'],['Wall St'],"['4', '5']"
4,23,420,Bowling Green,40.704817,-74.014065,['420'],['Bowling Green'],"['4', '5']"
4,24,423,Borough Hall,40.692404,-73.990151,"['232', '423', 'R28']","['Borough Hall', 'Borough Hall', 'Court St']","['2', '3', '4', '5', 'N', 'R', 'W']"
4,25,234,Nevins St,40.688246,-73.980492,['234'],['Nevins St'],"['2', '3', '4', '5']"
4,26,235,Atlantic Av-Barclays Ctr,40.684359,-73.977666,"['235', 'D24', 'R31']","['Atlantic Av-Barclays Ctr', 'Atlantic Av-Barclays Ctr', 'Atlantic Av-Barclays Ctr']","['2', '3', '4', '5', 'B', 'D', 'N', 'Q', 'R', 'W']"
4,27,236,Bergen St,40.680829,-73.975098,['236'],['Bergen St'],"['2', '3', '4']"
4,28,237,Grand Army Plaza,40.675235,-73.971046,['237'],['Grand Army Plaza'],"['2', '3', '4']"
